,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,TCS.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2009-03-13,,"{'1. open': '226.6750', '2. high': '254.4250', '3. low': '226.6750', '4. close': '253.2750', '5. volume': '1095596'}"
2009-03-12,,"{'1. open': '225.1250', '2. high': '242.3500', '3. low': '225.1250', '4. close': '237.6500', '5. volume': '806676'}"
2009-03-09,,"{'1. open': '240.4500', '2. high': '242.0000', '3. low': '229.5500', '4. close': '231.2000', '5. volume': '611128'}"
2009-03-06,,"{'1. open': '230.0000', '2. high': '242.1000', '3. low': '229.5000', '4. close': '240.4000', '5. volume': '1310352'}"
2009-03-05,,"{'1. open': '232.4500', '2. high': '235.3500', '3. low': '228.2000', '4. close': '231.5000', '5. volume': '791468'}"
2009-03-04,,"{'1. open': '225.0000', '2. high': '232.4500', '3. low': '223.0000', '4. close': '230.5250', '5. volume': '961884'}"
2009-03-03,,"{'1. open': '229.0000', '2. high': '232.5000', '3. low': '219.5750', '4. close': '222.5750', '5. volume': '804732'}"
2009-03-02,,"{'1. open': '237.5000', '2. high': '237.5000', '3. low': '227.5000', '4. close': '229.7500', '5. volume': '735804'}"
2009-02-27,,"{'1. open': '241.0000', '2. high': '242.5000', '3. low': '228.0000', '4. close': '240.3000', '5. volume': '1087128'}"
2009-02-26,,"{'1. open': '239.5000', '2. high': '245.0000', '3. low': '238.6000', '4. close': '240.9000', '5. volume': '621080'}"
2009-02-25,,"{'1. open': '237.5000', '2. high': '241.3500', '3. low': '235.0500', '4. close': '239.9000', '5. volume': '453116'}"
2009-02-24,,"{'1. open': '234.9750', '2. high': '237.7500', '3. low': '230.0000', '4. close': '233.2500', '5. volume': '603028'}"
2009-02-20,,"{'1. open': '243.0000', '2. high': '243.5000', '3. low': '232.0000', '4. close': '236.9750', '5. volume': '1199760'}"
2009-02-19,,"{'1. open': '242.0000', '2. high': '246.2500', '3. low': '240.0000', '4. close': '244.8750', '5. volume': '459760'}"
2009-02-18,,"{'1. open': '238.5000', '2. high': '245.8500', '3. low': '238.5000', '4. close': '240.2750', '5. volume': '627056'}"
2009-02-17,,"{'1. open': '249.0000', '2. high': '249.9500', '3. low': '240.2500', '4. close': '242.9500', '5. volume': '726420'}"
2009-02-16,,"{'1. open': '258.0000', '2. high': '258.5000', '3. low': '249.0750', '4. close': '250.4250', '5. volume': '484148'}"
2009-02-13,,"{'1. open': '256.0000', '2. high': '260.0000', '3. low': '254.0500', '4. close': '255.4500', '5. volume': '418288'}"
2009-02-12,,"{'1. open': '259.0000', '2. high': '259.0000', '3. low': '251.9500', '4. close': '254.6000', '5. volume': '568924'}"
2009-02-11,,"{'1. open': '259.0000', '2. high': '261.3000', '3. low': '255.7750', '4. close': '257.0250', '5. volume': '1139072'}"
2009-02-10,,"{'1. open': '257.9750', '2. high': '263.4000', '3. low': '255.8000', '4. close': '262.0000', '5. volume': '2559716'}"
2009-02-09,,"{'1. open': '252.5000', '2. high': '262.0000', '3. low': '249.1000', '4. close': '257.8000', '5. volume': '1264620'}"
2009-02-06,,"{'1. open': '242.5000', '2. high': '253.5000', '3. low': '242.5000', '4. close': '251.1250', '5. volume': '1410360'}"
2009-02-05,,"{'1. open': '251.7500', '2. high': '251.7500', '3. low': '239.8500', '4. close': '241.3750', '5. volume': '762732'}"
2009-02-04,,"{'1. open': '252.7250', '2. high': '256.2500', '3. low': '246.7750', '4. close': '249.5250', '5. volume': '692372'}"
2009-02-03,,"{'1. open': '247.3750', '2. high': '254.9000', '3. low': '246.5000', '4. close': '249.9500', '5. volume': '612896'}"
2009-02-02,,"{'1. open': '253.5000', '2. high': '253.5000', '3. low': '244.0000', '4. close': '245.9750', '5. volume': '570544'}"
2009-01-30,,"{'1. open': '252.5000', '2. high': '259.0000', '3. low': '249.2000', '4. close': '255.9750', '5. volume': '882832'}"
2009-01-29,,"{'1. open': '257.5250', '2. high': '257.5250', '3. low': '248.7500', '4. close': '254.5000', '5. volume': '1043452'}"
2009-01-28,,"{'1. open': '250.5000', '2. high': '255.0000', '3. low': '249.1500', '4. close': '253.3500', '5. volume': '1290792'}"
2009-01-27,,"{'1. open': '247.0000', '2. high': '257.4250', '3. low': '245.5000', '4. close': '249.9000', '5. volume': '947776'}"
2009-01-23,,"{'1. open': '246.0000', '2. high': '248.9500', '3. low': '241.5500', '4. close': '242.8500', '5. volume': '684528'}"
2009-01-22,,"{'1. open': '247.0000', '2. high': '251.4750', '3. low': '241.2500', '4. close': '248.1000', '5. volume': '821060'}"
2009-01-21,,"{'1. open': '247.5000', '2. high': '250.5000', '3. low': '242.5000', '4. close': '245.4250', '5. volume': '763740'}"
2009-01-20,,"{'1. open': '249.0000', '2. high': '253.9500', '3. low': '245.0000', '4. close': '248.0500', '5. volume': '1937884'}"
2009-01-19,,"{'1. open': '252.5000', '2. high': '254.7500', '3. low': '244.0000', '4. close': '250.3500', '5. volume': '1538480'}"
2009-01-16,,"{'1. open': '245.0000', '2. high': '259.4000', '3. low': '245.0000', '4. close': '251.4750', '5. volume': '2869456'}"
2009-01-15,,"{'1. open': '264.4500', '2. high': '264.4500', '3. low': '247.8000', '4. close': '255.0000', '5. volume': '1289264'}"
2009-01-14,,"{'1. open': '267.5000', '2. high': '278.4500', '3. low': '262.5500', '4. close': '269.2250', '5. volume': '1842816'}"
2009-01-13,,"{'1. open': '252.0000', '2. high': '268.0000', '3. low': '244.0000', '4. close': '261.4000', '5. volume': '4232384'}"
2009-01-12,,"{'1. open': '267.5000', '2. high': '269.8500', '3. low': '252.5500', '4. close': '255.8750', '5. volume': '1266404'}"
2009-01-09,,"{'1. open': '251.8500', '2. high': '275.0000', '3. low': '246.5750', '4. close': '267.8250', '5. volume': '2979108'}"
2009-01-07,,"{'1. open': '254.9000', '2. high': '257.0000', '3. low': '233.1000', '4. close': '251.8500', '5. volume': '2585796'}"
2009-01-06,,"{'1. open': '259.9500', '2. high': '260.0000', '3. low': '250.0500', '4. close': '253.8250', '5. volume': '1015252'}"
2009-01-05,,"{'1. open': '252.3500', '2. high': '262.0000', '3. low': '249.0000', '4. close': '257.5000', '5. volume': '1104592'}"
2009-01-02,,"{'1. open': '250.0250', '2. high': '253.7500', '3. low': '247.0000', '4. close': '248.6500', '5. volume': '1236000'}"
2008-12-31,,"{'1. open': '242.5000', '2. high': '243.5000', '3. low': '236.0000', '4. close': '239.0500', '5. volume': '869024'}"
2008-12-30,,"{'1. open': '237.5000', '2. high': '242.9000', '3. low': '235.0000', '4. close': '241.1500', '5. volume': '966396'}"
2008-12-29,,"{'1. open': '234.0000', '2. high': '239.7500', '3. low': '230.0000', '4. close': '238.4250', '5. volume': '1079316'}"
2008-12-26,,"{'1. open': '240.0500', '2. high': '243.5000', '3. low': '234.3500', '4. close': '236.0500', '5. volume': '810480'}"
2008-12-24,,"{'1. open': '250.0000', '2. high': '252.2000', '3. low': '236.8250', '4. close': '239.0250', '5. volume': '1245096'}"
2008-12-23,,"{'1. open': '254.9500', '2. high': '256.0000', '3. low': '246.0750', '4. close': '250.2000', '5. volume': '727352'}"
2008-12-22,,"{'1. open': '257.0000', '2. high': '259.4500', '3. low': '251.6500', '4. close': '255.1750', '5. volume': '923000'}"
2008-12-19,,"{'1. open': '255.0000', '2. high': '257.9750', '3. low': '247.0750', '4. close': '256.6000', '5. volume': '1393416'}"
2008-12-18,,"{'1. open': '239.8500', '2. high': '256.9750', '3. low': '237.5000', '4. close': '255.0750', '5. volume': '2007924'}"
2008-12-17,,"{'1. open': '247.0000', '2. high': '247.0000', '3. low': '235.5000', '4. close': '238.5500', '5. volume': '1580728'}"
2008-12-16,,"{'1. open': '940.0000', '2. high': '972.0000', '3. low': '931.2000', '4. close': '961.5000', '5. volume': '1338104'}"
2008-12-15,,"{'1. open': '979.2000', '2. high': '1003.8000', '3. low': '934.4000', '4. close': '939.2000', '5. volume': '2591192'}"
2008-12-12,,"{'1. open': '1000.0000', '2. high': '1000.0000', '3. low': '952.1000', '4. close': '964.5000', '5. volume': '2192804'}"
2008-12-11,,"{'1. open': '1084.0000', '2. high': '1090.0000', '3. low': '1006.0000', '4. close': '1015.3000', '5. volume': '2640452'}"
2008-12-10,,"{'1. open': '1014.0000', '2. high': '1112.0000', '3. low': '1014.0000', '4. close': '1082.9000', '5. volume': '1875012'}"
2008-12-08,,"{'1. open': '1080.0000', '2. high': '1095.6000', '3. low': '1028.1000', '4. close': '1044.8000', '5. volume': '1442544'}"
2008-12-05,,"{'1. open': '1090.4000', '2. high': '1098.0000', '3. low': '1038.0000', '4. close': '1043.4000', '5. volume': '1554940'}"
2008-12-04,,"{'1. open': '1074.0000', '2. high': '1105.8000', '3. low': '1052.5000', '4. close': '1099.5000', '5. volume': '1253836'}"
2008-12-03,,"{'1. open': '1080.0000', '2. high': '1100.6000', '3. low': '1044.0000', '4. close': '1069.7000', '5. volume': '1916720'}"
2008-12-02,,"{'1. open': '1090.0000', '2. high': '1100.0000', '3. low': '1047.0000', '4. close': '1069.1000', '5. volume': '1194988'}"
2008-12-01,,"{'1. open': '1138.0000', '2. high': '1183.4000', '3. low': '1117.9000', '4. close': '1127.9000', '5. volume': '2490740'}"
2008-11-28,,"{'1. open': '1012.0000', '2. high': '1127.4000', '3. low': '1012.0000', '4. close': '1116.1000', '5. volume': '1867852'}"
2008-11-27,,"{'1. open': '1054.0000', '2. high': '1054.0000', '3. low': '1054.0000', '4. close': '1054.0000', '5. volume': '0'}"
2008-11-26,,"{'1. open': '1010.5000', '2. high': '1060.8000', '3. low': '994.0000', '4. close': '1054.0000', '5. volume': '1409908'}"
2008-11-25,,"{'1. open': '1059.4000', '2. high': '1071.5000', '3. low': '1000.0000', '4. close': '1006.5000', '5. volume': '1515928'}"
2008-11-24,,"{'1. open': '1006.0000', '2. high': '1060.0000', '3. low': '984.4000', '4. close': '1041.4000', '5. volume': '2390272'}"
2008-11-21,,"{'1. open': '919.8000', '2. high': '1032.0000', '3. low': '912.2000', '4. close': '1013.1000', '5. volume': '2122484'}"
2008-11-20,,"{'1. open': '940.0000', '2. high': '961.7000', '3. low': '920.2000', '4. close': '939.0000', '5. volume': '840524'}"
2008-11-19,,"{'1. open': '972.0000', '2. high': '990.0000', '3. low': '944.0000', '4. close': '961.7000', '5. volume': '2156412'}"
2008-11-18,,"{'1. open': '1010.5000', '2. high': '1032.0000', '3. low': '958.0000', '4. close': '965.2000', '5. volume': '1951032'}"
2008-11-17,,"{'1. open': '1076.0000', '2. high': '1076.0000', '3. low': '1012.5000', '4. close': '1037.4000', '5. volume': '931300'}"
2008-11-14,,"{'1. open': '1074.1000', '2. high': '1098.0000', '3. low': '1046.5000', '4. close': '1058.8000', '5. volume': '1042148'}"
2008-11-12,,"{'1. open': '1046.0000', '2. high': '1105.6000', '3. low': '1032.0000', '4. close': '1063.1000', '5. volume': '1568412'}"
2008-11-11,,"{'1. open': '1088.0000', '2. high': '1094.0000', '3. low': '1040.0000', '4. close': '1052.2000', '5. volume': '1167844'}"
2008-11-10,,"{'1. open': '1077.8000', '2. high': '1102.0000', '3. low': '1032.0000', '4. close': '1089.5000', '5. volume': '1165280'}"
2008-11-07,,"{'1. open': '980.5000', '2. high': '1067.6000', '3. low': '970.2000', '4. close': '1049.1000', '5. volume': '2087616'}"
2008-11-06,,"{'1. open': '982.0000', '2. high': '1041.7000', '3. low': '970.9000', '4. close': '1000.4000', '5. volume': '2410128'}"
2008-11-05,,"{'1. open': '1040.0000', '2. high': '1097.8000', '3. low': '1000.5000', '4. close': '1011.3000', '5. volume': '2853228'}"
2008-11-04,,"{'1. open': '1107.9000', '2. high': '1107.9000', '3. low': '983.6000', '4. close': '1016.4000', '5. volume': '3181368'}"
2008-11-03,,"{'1. open': '1120.0000', '2. high': '1140.0000', '3. low': '1054.2000', '4. close': '1097.4000', '5. volume': '1445560'}"
2008-10-31,,"{'1. open': '1110.0000', '2. high': '1190.0000', '3. low': '1060.1000', '4. close': '1074.9000', '5. volume': '2334132'}"
2008-10-29,,"{'1. open': '1120.0000', '2. high': '1150.0000', '3. low': '1070.0000', '4. close': '1085.0000', '5. volume': '2307132'}"
2008-10-27,,"{'1. open': '940.0000', '2. high': '1020.0000', '3. low': '836.0000', '4. close': '994.0000', '5. volume': '2998944'}"
2008-10-24,,"{'1. open': '1050.0000', '2. high': '1073.7000', '3. low': '892.0000', '4. close': '980.4000', '5. volume': '1938312'}"
2008-10-23,,"{'1. open': '994.0000', '2. high': '1172.0000', '3. low': '994.0000', '4. close': '1094.9000', '5. volume': '3133712'}"
2008-10-22,,"{'1. open': '1099.8000', '2. high': '1112.0000', '3. low': '1020.3000', '4. close': '1092.7000', '5. volume': '1948388'}"
2008-10-21,,"{'1. open': '1010.0000', '2. high': '1138.0000', '3. low': '986.3000', '4. close': '1122.2000', '5. volume': '4925852'}"
2008-10-20,,"{'1. open': '930.0000', '2. high': '1015.6000', '3. low': '916.5000', '4. close': '994.3000', '5. volume': '2663404'}"
2008-10-17,,"{'1. open': '1008.0000', '2. high': '1032.0000', '3. low': '890.0000', '4. close': '908.3000', '5. volume': '2717484'}"
2008-10-16,,"{'1. open': '1040.0000', '2. high': '1040.0000', '3. low': '934.0000', '4. close': '990.4000', '5. volume': '3250200'}"
2008-10-15,,"{'1. open': '1160.0000', '2. high': '1174.9000', '3. low': '1070.0000', '4. close': '1084.1000', '5. volume': '1241008'}"
2008-10-14,,"{'1. open': '1194.5000', '2. high': '1240.0000', '3. low': '1166.0000', '4. close': '1184.3000', '5. volume': '1730180'}"
2008-10-13,,"{'1. open': '1072.0000', '2. high': '1204.5000', '3. low': '1058.0000', '4. close': '1151.6000', '5. volume': '3921484'}"
2008-10-10,,"{'1. open': '1024.0000', '2. high': '1100.0000', '3. low': '980.0000', '4. close': '1046.0000', '5. volume': '2392848'}"
2008-10-08,,"{'1. open': '1132.0000', '2. high': '1132.0000', '3. low': '1020.0000', '4. close': '1093.2000', '5. volume': '1709724'}"
2008-10-07,,"{'1. open': '1244.0000', '2. high': '1332.0000', '3. low': '1134.0000', '4. close': '1151.6000', '5. volume': '1241888'}"
2008-10-06,,"{'1. open': '1296.0000', '2. high': '1296.0000', '3. low': '1200.5000', '4. close': '1238.5000', '5. volume': '1045448'}"
2008-10-03,,"{'1. open': '1330.0000', '2. high': '1340.0000', '3. low': '1284.0000', '4. close': '1313.6000', '5. volume': '805396'}"
2008-10-01,,"{'1. open': '1340.0000', '2. high': '1365.6000', '3. low': '1290.0000', '4. close': '1342.0000', '5. volume': '1708580'}"
2008-09-30,,"{'1. open': '1150.0000', '2. high': '1348.0000', '3. low': '1150.0000', '4. close': '1325.5000', '5. volume': '1040472'}"
2008-09-29,,"{'1. open': '1360.0000', '2. high': '1360.0000', '3. low': '1224.2000', '4. close': '1239.3000', '5. volume': '1559556'}"
2008-09-26,,"{'1. open': '1370.0000', '2. high': '1390.0000', '3. low': '1332.4000', '4. close': '1352.9000', '5. volume': '1858476'}"
2008-09-25,,"{'1. open': '1430.0000', '2. high': '1438.0000', '3. low': '1350.0000', '4. close': '1380.4000', '5. volume': '1582444'}"
2008-09-24,,"{'1. open': '1469.4000', '2. high': '1470.0000', '3. low': '1386.1000', '4. close': '1426.9000', '5. volume': '1069912'}"
2008-09-23,,"{'1. open': '1520.0000', '2. high': '1534.0000', '3. low': '1434.0000', '4. close': '1441.5000', '5. volume': '633648'}"
2008-09-22,,"{'1. open': '1550.0000', '2. high': '1569.9000', '3. low': '1508.0000', '4. close': '1532.0000', '5. volume': '677024'}"
2008-09-19,,"{'1. open': '1460.0000', '2. high': '1550.0000', '3. low': '1460.0000', '4. close': '1532.0000', '5. volume': '3524204'}"
2008-09-18,,"{'1. open': '1440.0000', '2. high': '1492.0000', '3. low': '1344.0000', '4. close': '1440.2000', '5. volume': '1454612'}"
2008-09-17,,"{'1. open': '1518.0000', '2. high': '1528.0000', '3. low': '1456.0000', '4. close': '1457.6000', '5. volume': '1013812'}"
2008-09-16,,"{'1. open': '1500.0000', '2. high': '1501.9000', '3. low': '1440.0000', '4. close': '1499.1000', '5. volume': '681892'}"
2008-09-15,,"{'1. open': '1600.0000', '2. high': '1600.0000', '3. low': '1490.3000', '4. close': '1523.6000', '5. volume': '1756464'}"
2008-09-12,,"{'1. open': '1670.0000', '2. high': '1690.0000', '3. low': '1605.8000', '4. close': '1616.3000', '5. volume': '702612'}"
2008-09-11,,"{'1. open': '1699.8000', '2. high': '1702.0000', '3. low': '1660.0000', '4. close': '1672.2000', '5. volume': '513280'}"
2008-09-10,,"{'1. open': '1731.8000', '2. high': '1739.2000', '3. low': '1696.0000', '4. close': '1702.3000', '5. volume': '408488'}"
2008-09-09,,"{'1. open': '1706.0000', '2. high': '1740.2000', '3. low': '1680.3000', '4. close': '1732.4000', '5. volume': '678132'}"
2008-09-08,,"{'1. open': '1720.0000', '2. high': '1750.0000', '3. low': '1690.7000', '4. close': '1709.9000', '5. volume': '844196'}"
2008-09-05,,"{'1. open': '1690.0000', '2. high': '1703.8000', '3. low': '1630.0000', '4. close': '1676.3000', '5. volume': '635696'}"
2008-09-04,,"{'1. open': '1690.0000', '2. high': '1709.9000', '3. low': '1668.4000', '4. close': '1688.3000', '5. volume': '478296'}"
2008-09-02,,"{'1. open': '1650.0000', '2. high': '1705.0000', '3. low': '1636.0000', '4. close': '1697.6000', '5. volume': '727188'}"
2008-09-01,,"{'1. open': '1620.0000', '2. high': '1638.0000', '3. low': '1616.5000', '4. close': '1628.7000', '5. volume': '426184'}"
2008-08-29,,"{'1. open': '1628.0000', '2. high': '1639.0000', '3. low': '1600.4000', '4. close': '1624.9000', '5. volume': '599808'}"
2008-08-28,,"{'1. open': '1640.0000', '2. high': '1650.0000', '3. low': '1565.0000', '4. close': '1587.2000', '5. volume': '878196'}"
2008-08-27,,"{'1. open': '1671.0000', '2. high': '1680.0000', '3. low': '1626.0000', '4. close': '1637.1000', '5. volume': '622848'}"
2008-08-26,,"{'1. open': '1634.0000', '2. high': '1672.8000', '3. low': '1630.0000', '4. close': '1664.7000', '5. volume': '544648'}"
2008-08-25,,"{'1. open': '1650.0000', '2. high': '1666.0000', '3. low': '1630.0000', '4. close': '1635.8000', '5. volume': '342936'}"
2008-08-22,,"{'1. open': '1630.0000', '2. high': '1648.0000', '3. low': '1606.5000', '4. close': '1636.8000', '5. volume': '587484'}"
2008-08-21,,"{'1. open': '1670.0000', '2. high': '1686.0000', '3. low': '1630.0000', '4. close': '1635.5000', '5. volume': '511532'}"
2008-08-20,,"{'1. open': '1690.0000', '2. high': '1698.0000', '3. low': '1673.2000', '4. close': '1679.9000', '5. volume': '413760'}"
2008-08-19,,"{'1. open': '1682.0000', '2. high': '1700.0000', '3. low': '1670.5000', '4. close': '1680.2000', '5. volume': '536844'}"
2008-08-18,,"{'1. open': '1658.0000', '2. high': '1704.0000', '3. low': '1658.0000', '4. close': '1683.6000', '5. volume': '694892'}"
2008-08-14,,"{'1. open': '1670.0000', '2. high': '1685.0000', '3. low': '1620.1000', '4. close': '1662.9000', '5. volume': '955540'}"
2008-08-13,,"{'1. open': '1630.0000', '2. high': '1670.0000', '3. low': '1616.2000', '4. close': '1656.1000', '5. volume': '763460'}"
2008-08-12,,"{'1. open': '1676.0000', '2. high': '1683.8000', '3. low': '1630.0000', '4. close': '1636.4000', '5. volume': '1025904'}"
2008-08-11,,"{'1. open': '1720.0000', '2. high': '1720.0000', '3. low': '1650.0000', '4. close': '1667.2000', '5. volume': '989828'}"
2008-08-08,,"{'1. open': '1700.0000', '2. high': '1708.0000', '3. low': '1666.0000', '4. close': '1685.1000', '5. volume': '527680'}"
2008-08-07,,"{'1. open': '1720.0000', '2. high': '1740.0000', '3. low': '1690.0000', '4. close': '1702.8000', '5. volume': '1376324'}"
2008-08-06,,"{'1. open': '1680.0000', '2. high': '1737.4000', '3. low': '1674.0000', '4. close': '1716.9000', '5. volume': '1297572'}"
2008-08-05,,"{'1. open': '1640.0000', '2. high': '1671.0000', '3. low': '1616.0000', '4. close': '1661.7000', '5. volume': '794048'}"
2008-08-04,,"{'1. open': '1678.5000', '2. high': '1679.9000', '3. low': '1625.0000', '4. close': '1632.6000', '5. volume': '1206212'}"
2008-08-01,,"{'1. open': '1658.0000', '2. high': '1715.0000', '3. low': '1622.0000', '4. close': '1678.5000', '5. volume': '1254824'}"
2008-07-31,,"{'1. open': '1682.0000', '2. high': '1682.0000', '3. low': '1642.1000', '4. close': '1665.1000', '5. volume': '628264'}"
2008-07-30,,"{'1. open': '1629.8000', '2. high': '1686.0000', '3. low': '1608.0000', '4. close': '1677.2000', '5. volume': '1270352'}"
2008-07-29,,"{'1. open': '1600.0000', '2. high': '1624.5000', '3. low': '1582.0000', '4. close': '1616.5000', '5. volume': '589508'}"
2008-07-28,,"{'1. open': '1598.0000', '2. high': '1634.0000', '3. low': '1594.0000', '4. close': '1612.1000', '5. volume': '516352'}"
2008-07-25,,"{'1. open': '1590.2000', '2. high': '1638.0000', '3. low': '1580.0000', '4. close': '1596.0000', '5. volume': '1813348'}"
2008-07-24,,"{'1. open': '1728.0000', '2. high': '1728.0000', '3. low': '1584.0000', '4. close': '1605.5000', '5. volume': '3035532'}"
2008-07-23,,"{'1. open': '1694.0000', '2. high': '1728.0000', '3. low': '1640.0000', '4. close': '1717.0000', '5. volume': '1702684'}"
2008-07-22,,"{'1. open': '1628.0000', '2. high': '1683.9000', '3. low': '1610.0000', '4. close': '1668.7000', '5. volume': '987224'}"
2008-07-21,,"{'1. open': '1590.2000', '2. high': '1636.8000', '3. low': '1565.6000', '4. close': '1626.9000', '5. volume': '993044'}"
2008-07-18,,"{'1. open': '1580.0000', '2. high': '1603.4000', '3. low': '1497.2000', '4. close': '1589.9000', '5. volume': '2301208'}"
2008-07-17,,"{'1. open': '1496.0000', '2. high': '1564.0000', '3. low': '1490.0000', '4. close': '1558.4000', '5. volume': '2859360'}"
2008-07-16,,"{'1. open': '1518.0000', '2. high': '1538.0000', '3. low': '1438.2000', '4. close': '1454.7000', '5. volume': '1264344'}"
2008-07-15,,"{'1. open': '1520.0000', '2. high': '1570.0000', '3. low': '1478.0000', '4. close': '1499.4000', '5. volume': '1446856'}"
2008-07-14,,"{'1. open': '1590.0000', '2. high': '1596.0000', '3. low': '1524.4000', '4. close': '1537.9000', '5. volume': '1246024'}"
2008-07-11,,"{'1. open': '1764.0000', '2. high': '1780.0000', '3. low': '1574.0000', '4. close': '1598.4000', '5. volume': '1780440'}"
2008-07-10,,"{'1. open': '1770.0000', '2. high': '1780.0000', '3. low': '1706.0000', '4. close': '1738.0000', '5. volume': '969248'}"
2008-07-09,,"{'1. open': '1699.5000', '2. high': '1778.0000', '3. low': '1699.5000', '4. close': '1751.3000', '5. volume': '820224'}"
2008-07-08,,"{'1. open': '1704.0000', '2. high': '1704.0000', '3. low': '1636.3000', '4. close': '1653.4000', '5. volume': '1101732'}"
2008-07-07,,"{'1. open': '1700.0000', '2. high': '1727.9000', '3. low': '1670.6000', '4. close': '1704.0000', '5. volume': '381820'}"
2008-07-04,,"{'1. open': '1690.2000', '2. high': '1738.0000', '3. low': '1670.5000', '4. close': '1687.5000', '5. volume': '488520'}"
2008-07-03,,"{'1. open': '1748.0000', '2. high': '1756.0000', '3. low': '1642.0000', '4. close': '1709.8000', '5. volume': '1041724'}"
2008-07-02,,"{'1. open': '1676.0000', '2. high': '1776.0000', '3. low': '1676.0000', '4. close': '1755.9000', '5. volume': '869124'}"
2008-07-01,,"{'1. open': '1717.6000', '2. high': '1757.8000', '3. low': '1670.0000', '4. close': '1693.5000', '5. volume': '871196'}"
2008-06-30,,"{'1. open': '1729.8000', '2. high': '1756.0000', '3. low': '1702.5000', '4. close': '1717.6000', '5. volume': '1016284'}"
2008-06-27,,"{'1. open': '1730.0000', '2. high': '1744.0000', '3. low': '1700.0000', '4. close': '1730.4000', '5. volume': '1553448'}"
2008-06-26,,"{'1. open': '1770.0000', '2. high': '1779.8000', '3. low': '1724.4000', '4. close': '1753.7000', '5. volume': '1050268'}"
2008-06-25,,"{'1. open': '1640.0000', '2. high': '1772.0000', '3. low': '1600.0000', '4. close': '1755.5000', '5. volume': '1075752'}"
2008-06-24,,"{'1. open': '1720.0000', '2. high': '1729.6000', '3. low': '1646.3000', '4. close': '1687.9000', '5. volume': '1309220'}"
2008-06-23,,"{'1. open': '1702.0000', '2. high': '1758.0000', '3. low': '1688.0000', '4. close': '1715.6000', '5. volume': '1210324'}"
2008-06-20,,"{'1. open': '1790.0000', '2. high': '1800.0000', '3. low': '1684.1000', '4. close': '1726.8000', '5. volume': '1136300'}"
2008-06-19,,"{'1. open': '1790.0000', '2. high': '1791.8000', '3. low': '1756.5000', '4. close': '1771.9000', '5. volume': '965924'}"
2008-06-18,,"{'1. open': '1850.0000', '2. high': '1850.0000', '3. low': '1782.0000', '4. close': '1801.0000', '5. volume': '1951496'}"
2008-06-17,,"{'1. open': '1820.0000', '2. high': '1854.0000', '3. low': '1806.6000', '4. close': '1842.8000', '5. volume': '1252312'}"
2008-06-16,,"{'1. open': '1840.0000', '2. high': '1855.9000', '3. low': '1806.6000', '4. close': '1821.1000', '5. volume': '2048556'}"
2008-06-13,,"{'1. open': '1798.0000', '2. high': '1842.2000', '3. low': '1766.0000', '4. close': '1815.3000', '5. volume': '1828668'}"
2008-06-12,,"{'1. open': '1736.0000', '2. high': '1803.7000', '3. low': '1716.0000', '4. close': '1777.0000', '5. volume': '689604'}"
2008-06-11,,"{'1. open': '1788.0000', '2. high': '1819.9000', '3. low': '1760.0000', '4. close': '1785.7000', '5. volume': '736448'}"
2008-06-10,,"{'1. open': '1818.0000', '2. high': '1831.3000', '3. low': '1734.4000', '4. close': '1760.1000', '5. volume': '1088488'}"
2008-06-09,,"{'1. open': '1880.0000', '2. high': '1930.0000', '3. low': '1782.0000', '4. close': '1831.3000', '5. volume': '1287004'}"
2008-06-06,,"{'1. open': '1988.0000', '2. high': '1995.6000', '3. low': '1881.1000', '4. close': '1919.2000', '5. volume': '1476100'}"
2008-06-05,,"{'1. open': '1916.2000', '2. high': '1992.0000', '3. low': '1916.2000', '4. close': '1965.5000', '5. volume': '2042740'}"
2008-06-04,,"{'1. open': '1957.7000', '2. high': '1957.7000', '3. low': '1888.4000', '4. close': '1916.2000', '5. volume': '1302924'}"
2008-06-03,,"{'1. open': '1940.0000', '2. high': '1980.0000', '3. low': '1884.1000', '4. close': '1957.7000', '5. volume': '1247560'}"
2008-06-02,,"{'1. open': '2056.0000', '2. high': '2108.0000', '3. low': '1930.3000', '4. close': '1969.3000', '5. volume': '1139024'}"
2008-05-30,,"{'1. open': '1990.7000', '2. high': '2095.9000', '3. low': '1954.6000', '4. close': '2058.5000', '5. volume': '3057284'}"
2008-05-29,,"{'1. open': '2030.0000', '2. high': '2053.5000', '3. low': '1976.0000', '4. close': '1990.7000', '5. volume': '1707460'}"
2008-05-28,,"{'1. open': '1950.0000', '2. high': '2031.8000', '3. low': '1943.8000', '4. close': '2019.4000', '5. volume': '1890172'}"
2008-05-27,,"{'1. open': '1920.0000', '2. high': '1970.0000', '3. low': '1890.0000', '4. close': '1933.2000', '5. volume': '1640836'}"
2008-05-26,,"{'1. open': '1850.0000', '2. high': '1929.7000', '3. low': '1842.4000', '4. close': '1917.6000', '5. volume': '1760588'}"
2008-05-23,,"{'1. open': '1930.0000', '2. high': '1957.4000', '3. low': '1856.0000', '4. close': '1867.4000', '5. volume': '927180'}"
2008-05-22,,"{'1. open': '1900.0000', '2. high': '1970.0000', '3. low': '1900.0000', '4. close': '1913.3000', '5. volume': '2280112'}"
