,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,TCS.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2020-09-10,,"{'1. open': '2329.0000', '2. high': '2348.8999', '3. low': '2324.8501', '4. close': '2331.6001', '5. volume': '79509'}"
2020-09-09,,"{'1. open': '2325.0000', '2. high': '2359.1499', '3. low': '2320.0000', '4. close': '2323.7500', '5. volume': '101324'}"
2020-09-08,,"{'1. open': '2330.5000', '2. high': '2389.5000', '3. low': '2326.6001', '4. close': '2348.9500', '5. volume': '251949'}"
2020-09-07,,"{'1. open': '2288.0000', '2. high': '2342.0000', '3. low': '2283.0000', '4. close': '2327.3999', '5. volume': '182399'}"
2020-09-04,,"{'1. open': '2242.0000', '2. high': '2323.5000', '3. low': '2242.0000', '4. close': '2289.7500', '5. volume': '153313'}"
2020-09-03,,"{'1. open': '2265.1001', '2. high': '2323.8000', '3. low': '2265.1001', '4. close': '2299.5500', '5. volume': '109805'}"
2020-09-02,,"{'1. open': '2249.0000', '2. high': '2268.3501', '3. low': '2242.0000', '4. close': '2264.8000', '5. volume': '408776'}"
2020-09-01,,"{'1. open': '2265.0000', '2. high': '2278.1001', '3. low': '2241.5000', '4. close': '2245.3000', '5. volume': '54703'}"
2020-08-31,,"{'1. open': '2241.0000', '2. high': '2275.8501', '3. low': '2228.3000', '4. close': '2256.3501', '5. volume': '121315'}"
2020-08-28,,"{'1. open': '2265.0000', '2. high': '2280.0000', '3. low': '2234.5000', '4. close': '2237.1001', '5. volume': '75463'}"
2020-08-27,,"{'1. open': '2261.0500', '2. high': '2287.0000', '3. low': '2242.3501', '4. close': '2247.8999', '5. volume': '134823'}"
2020-08-26,,"{'1. open': '2245.0000', '2. high': '2260.0000', '3. low': '2217.0500', '4. close': '2254.6499', '5. volume': '76925'}"
2020-08-25,,"{'1. open': '2250.0000', '2. high': '2250.0000', '3. low': '2235.0000', '4. close': '2242.2500', '5. volume': '44505'}"
2020-08-24,,"{'1. open': '2248.0000', '2. high': '2259.1499', '3. low': '2230.0000', '4. close': '2247.9500', '5. volume': '69290'}"
2020-08-21,,"{'1. open': '2254.0000', '2. high': '2270.3000', '3. low': '2242.0000', '4. close': '2248.2000', '5. volume': '54539'}"
2020-08-20,,"{'1. open': '2257.0000', '2. high': '2276.0000', '3. low': '2240.0000', '4. close': '2252.0000', '5. volume': '137977'}"
2020-08-19,,"{'1. open': '2273.8999', '2. high': '2283.9500', '3. low': '2253.0000', '4. close': '2256.2500', '5. volume': '70011'}"
2020-08-18,,"{'1. open': '2264.8000', '2. high': '2288.5000', '3. low': '2250.0000', '4. close': '2269.3999', '5. volume': '63828'}"
2020-08-17,,"{'1. open': '2255.0000', '2. high': '2268.8501', '3. low': '2239.0000', '4. close': '2252.0500', '5. volume': '98833'}"
2020-08-14,,"{'1. open': '2274.3999', '2. high': '2281.2500', '3. low': '2233.1499', '4. close': '2242.4500', '5. volume': '98443'}"
2020-08-13,,"{'1. open': '2277.5000', '2. high': '2299.4500', '3. low': '2250.5000', '4. close': '2255.5000', '5. volume': '64899'}"
2020-08-12,,"{'1. open': '2281.0000', '2. high': '2303.5000', '3. low': '2247.2000', '4. close': '2256.7000', '5. volume': '98143'}"
2020-08-11,,"{'1. open': '2285.0000', '2. high': '2312.3999', '3. low': '2276.1001', '4. close': '2279.2500', '5. volume': '53937'}"
2020-08-10,,"{'1. open': '2310.0000', '2. high': '2324.3501', '3. low': '2275.6499', '4. close': '2281.6001', '5. volume': '50885'}"
2020-08-07,,"{'1. open': '2318.8999', '2. high': '2327.0000', '3. low': '2287.8000', '4. close': '2294.9500', '5. volume': '149776'}"
2020-08-06,,"{'1. open': '2271.1001', '2. high': '2317.7500', '3. low': '2264.3501', '4. close': '2307.7000', '5. volume': '136621'}"
2020-08-05,,"{'1. open': '2264.9500', '2. high': '2299.9500', '3. low': '2253.3000', '4. close': '2258.8000', '5. volume': '227082'}"
2020-08-04,,"{'1. open': '2260.0000', '2. high': '2269.3000', '3. low': '2226.0000', '4. close': '2249.1499', '5. volume': '98064'}"
2020-08-03,,"{'1. open': '2299.0000', '2. high': '2302.4500', '3. low': '2232.0000', '4. close': '2251.3000', '5. volume': '216125'}"
2020-07-31,,"{'1. open': '2300.5000', '2. high': '2335.0000', '3. low': '2258.5000', '4. close': '2282.4500', '5. volume': '115665'}"
2020-07-30,,"{'1. open': '2292.0000', '2. high': '2357.1499', '3. low': '2273.6499', '4. close': '2277.9500', '5. volume': '209369'}"
2020-07-29,,"{'1. open': '2292.0000', '2. high': '2342.0000', '3. low': '2247.0000', '4. close': '2275.0500', '5. volume': '173540'}"
2020-07-28,,"{'1. open': '2214.0000', '2. high': '2320.0000', '3. low': '2214.0000', '4. close': '2309.2000', '5. volume': '345610'}"
2020-07-27,,"{'1. open': '2160.0000', '2. high': '2215.0000', '3. low': '2160.0000', '4. close': '2205.8000', '5. volume': '110937'}"
2020-07-24,,"{'1. open': '2158.8000', '2. high': '2162.1001', '3. low': '2125.8501', '4. close': '2157.0500', '5. volume': '106972'}"
2020-07-23,,"{'1. open': '2190.0000', '2. high': '2191.0000', '3. low': '2162.4500', '4. close': '2170.7500', '5. volume': '63185'}"
2020-07-22,,"{'1. open': '2232.3000', '2. high': '2237.0000', '3. low': '2185.0000', '4. close': '2189.9500', '5. volume': '128289'}"
2020-07-21,,"{'1. open': '2227.0000', '2. high': '2240.7000', '3. low': '2202.0000', '4. close': '2225.6001', '5. volume': '133461'}"
2020-07-20,,"{'1. open': '2200.0000', '2. high': '2226.0000', '3. low': '2191.2000', '4. close': '2209.7500', '5. volume': '108192'}"
2020-07-17,,"{'1. open': '2255.0000', '2. high': '2255.0000', '3. low': '2190.1001', '4. close': '2201.3501', '5. volume': '167683'}"
2020-07-16,,"{'1. open': '2264.0000', '2. high': '2332.0000', '3. low': '2220.9500', '4. close': '2233.6499', '5. volume': '260133'}"
2020-07-15,,"{'1. open': '2183.0000', '2. high': '2259.1499', '3. low': '2183.0000', '4. close': '2233.5500', '5. volume': '141346'}"
2020-07-14,,"{'1. open': '2217.0000', '2. high': '2237.4500', '3. low': '2166.3000', '4. close': '2171.7000', '5. volume': '105794'}"
2020-07-13,,"{'1. open': '2225.0000', '2. high': '2244.5000', '3. low': '2210.7500', '4. close': '2219.5500', '5. volume': '91299'}"
2020-07-10,,"{'1. open': '2200.0000', '2. high': '2249.1499', '3. low': '2177.2500', '4. close': '2221.6499', '5. volume': '259682'}"
2020-07-09,,"{'1. open': '2225.0000', '2. high': '2244.6499', '3. low': '2192.6001', '4. close': '2204.3501', '5. volume': '119208'}"
2020-07-08,,"{'1. open': '2275.0000', '2. high': '2275.0000', '3. low': '2209.8000', '4. close': '2217.6499', '5. volume': '107819'}"
2020-07-07,,"{'1. open': '2269.0000', '2. high': '2301.8501', '3. low': '2232.7500', '4. close': '2269.9500', '5. volume': '192542'}"
2020-07-06,,"{'1. open': '2208.7000', '2. high': '2269.0000', '3. low': '2206.2500', '4. close': '2263.1001', '5. volume': '1248594'}"
2020-07-03,,"{'1. open': '2158.3501', '2. high': '2158.3501', '3. low': '2158.3501', '4. close': '2158.3501', '5. volume': '0'}"
2020-07-02,,"{'1. open': '2096.1001', '2. high': '2165.0000', '3. low': '2096.1001', '4. close': '2158.3501', '5. volume': '159176'}"
2020-07-01,,"{'1. open': '2085.0500', '2. high': '2113.6499', '3. low': '2081.5500', '4. close': '2092.5500', '5. volume': '85048'}"
2020-06-30,,"{'1. open': '2090.0000', '2. high': '2111.0000', '3. low': '2075.8501', '4. close': '2082.2000', '5. volume': '144796'}"
2020-06-29,,"{'1. open': '2114.0000', '2. high': '2127.0000', '3. low': '2091.8000', '4. close': '2101.8501', '5. volume': '113144'}"
2020-06-26,,"{'1. open': '2025.0000', '2. high': '2129.8000', '3. low': '2020.0000', '4. close': '2115.6001', '5. volume': '285133'}"
2020-06-25,,"{'1. open': '2027.2500', '2. high': '2059.7500', '3. low': '2008.0000', '4. close': '2010.9000', '5. volume': '401416'}"
2020-06-24,,"{'1. open': '2037.0000', '2. high': '2064.0000', '3. low': '2033.7500', '4. close': '2042.3500', '5. volume': '183408'}"
2020-06-23,,"{'1. open': '2017.0000', '2. high': '2043.8500', '3. low': '2010.0000', '4. close': '2035.4000', '5. volume': '925309'}"
2020-06-22,,"{'1. open': '2045.0500', '2. high': '2050.0000', '3. low': '2020.0000', '4. close': '2028.3000', '5. volume': '210773'}"
2020-06-19,,"{'1. open': '2036.8000', '2. high': '2036.8000', '3. low': '2036.8000', '4. close': '2036.8000', '5. volume': '0'}"
2020-06-18,,"{'1. open': '2035.0500', '2. high': '2059.0000', '3. low': '2026.0000', '4. close': '2036.8000', '5. volume': '107922'}"
2020-06-17,,"{'1. open': '2042.0000', '2. high': '2058.8999', '3. low': '2027.6500', '4. close': '2047.7500', '5. volume': '1555595'}"
2020-06-16,,"{'1. open': '2061.0000', '2. high': '2072.5500', '3. low': '2031.0000', '4. close': '2044.9500', '5. volume': '274912'}"
2020-06-15,,"{'1. open': '2040.0000', '2. high': '2058.0000', '3. low': '2000.6000', '4. close': '2030.0500', '5. volume': '70028'}"
2020-06-12,,"{'1. open': '2009.0000', '2. high': '2049.0000', '3. low': '2009.0000', '4. close': '2038.7000', '5. volume': '94325'}"
2020-06-11,,"{'1. open': '2102.0000', '2. high': '2103.7500', '3. low': '2062.5000', '4. close': '2067.8000', '5. volume': '80173'}"
2020-06-10,,"{'1. open': '2073.0000', '2. high': '2132.0500', '3. low': '2073.0000', '4. close': '2108.3000', '5. volume': '183320'}"
2020-06-09,,"{'1. open': '2068.8999', '2. high': '2096.8501', '3. low': '2061.1001', '4. close': '2073.3501', '5. volume': '72244'}"
2020-06-08,,"{'1. open': '2073.0000', '2. high': '2095.0000', '3. low': '2062.6001', '4. close': '2071.3999', '5. volume': '248364'}"
2020-06-05,,"{'1. open': '2093.8999', '2. high': '2094.9500', '3. low': '2040.9000', '4. close': '2048.1001', '5. volume': '133484'}"
2020-06-04,,"{'1. open': '2045.3500', '2. high': '2100.0000', '3. low': '2045.3500', '4. close': '2093.8999', '5. volume': '115956'}"
2020-06-03,,"{'1. open': '2047.1500', '2. high': '2064.0000', '3. low': '2019.6000', '4. close': '2045.3500', '5. volume': '96580'}"
2020-06-02,,"{'1. open': '2054.8999', '2. high': '2081.0000', '3. low': '2040.0000', '4. close': '2046.9000', '5. volume': '74927'}"
2020-06-01,,"{'1. open': '1995.0000', '2. high': '2060.0000', '3. low': '1982.0000', '4. close': '2044.6500', '5. volume': '129607'}"
2020-05-29,,"{'1. open': '1995.0000', '2. high': '2002.3500', '3. low': '1962.9000', '4. close': '1971.5500', '5. volume': '222964'}"
2020-05-28,,"{'1. open': '1996.7000', '2. high': '2013.0000', '3. low': '1971.2500', '4. close': '2005.2000', '5. volume': '110455'}"
2020-05-27,,"{'1. open': '1956.1000', '2. high': '2010.0000', '3. low': '1941.2000', '4. close': '2005.1000', '5. volume': '85566'}"
2020-05-26,,"{'1. open': '2020.0000', '2. high': '2022.0000', '3. low': '1925.0000', '4. close': '1943.3500', '5. volume': '111751'}"
2020-05-22,,"{'1. open': '1973.0000', '2. high': '2030.0000', '3. low': '1966.0000', '4. close': '2018.9500', '5. volume': '84400'}"
2020-05-21,,"{'1. open': '1952.8000', '2. high': '1997.0000', '3. low': '1942.0500', '4. close': '1991.5500', '5. volume': '73577'}"
2020-05-20,,"{'1. open': '1945.2000', '2. high': '1963.1000', '3. low': '1932.8000', '4. close': '1952.4500', '5. volume': '68859'}"
2020-05-19,,"{'1. open': '1869.5000', '2. high': '1965.8000', '3. low': '1869.5000', '4. close': '1948.2500', '5. volume': '547420'}"
2020-05-18,,"{'1. open': '1901.0000', '2. high': '1949.4500', '3. low': '1873.6000', '4. close': '1944.8500', '5. volume': '97858'}"
2020-05-15,,"{'1. open': '1908.0000', '2. high': '1919.0000', '3. low': '1867.0000', '4. close': '1893.3000', '5. volume': '72171'}"
2020-05-14,,"{'1. open': '1922.0000', '2. high': '1922.4000', '3. low': '1892.0000', '4. close': '1900.8000', '5. volume': '67890'}"
2020-05-13,,"{'1. open': '1999.0000', '2. high': '1999.0000', '3. low': '1926.3000', '4. close': '1949.4500', '5. volume': '63153'}"
2020-05-12,,"{'1. open': '1928.0000', '2. high': '1957.2000', '3. low': '1911.3500', '4. close': '1948.9500', '5. volume': '97123'}"
2020-05-11,,"{'1. open': '1920.0000', '2. high': '1952.1000', '3. low': '1909.8500', '4. close': '1935.3000', '5. volume': '212252'}"
2020-05-08,,"{'1. open': '1945.0000', '2. high': '1945.0000', '3. low': '1887.0000', '4. close': '1893.5000', '5. volume': '64653'}"
2020-05-07,,"{'1. open': '1917.0000', '2. high': '1934.7500', '3. low': '1886.3000', '4. close': '1891.2500', '5. volume': '86388'}"
2020-05-06,,"{'1. open': '1935.0000', '2. high': '1953.3000', '3. low': '1895.0500', '4. close': '1904.2500', '5. volume': '84763'}"
2020-05-05,,"{'1. open': '1960.0000', '2. high': '1976.0000', '3. low': '1926.1500', '4. close': '1931.5000', '5. volume': '67646'}"
2020-05-04,,"{'1. open': '1960.0000', '2. high': '1965.0000', '3. low': '1914.0500', '4. close': '1929.1500', '5. volume': '117290'}"
2020-04-30,,"{'1. open': '1963.0000', '2. high': '2030.0000', '3. low': '1943.0000', '4. close': '2014.8500', '5. volume': '146238'}"
2020-04-29,,"{'1. open': '1872.3500', '2. high': '1911.3000', '3. low': '1851.0000', '4. close': '1905.2000', '5. volume': '138273'}"
2020-04-28,,"{'1. open': '1866.5000', '2. high': '1867.0000', '3. low': '1833.0000', '4. close': '1859.4000', '5. volume': '56291'}"
2020-04-27,,"{'1. open': '1830.1000', '2. high': '1875.0000', '3. low': '1825.9500', '4. close': '1837.3000', '5. volume': '82109'}"
2020-04-24,,"{'1. open': '1840.1000', '2. high': '1851.6000', '3. low': '1807.5000', '4. close': '1818.3000', '5. volume': '93384'}"
2020-04-23,,"{'1. open': '1786.0000', '2. high': '1891.7000', '3. low': '1768.0500', '4. close': '1876.9000', '5. volume': '453645'}"
2020-04-22,,"{'1. open': '1746.0000', '2. high': '1789.1000', '3. low': '1720.3500', '4. close': '1771.2000', '5. volume': '103696'}"
2020-04-21,,"{'1. open': '1775.0000', '2. high': '1794.0000', '3. low': '1728.7500', '4. close': '1737.2500', '5. volume': '149222'}"
2020-04-20,,"{'1. open': '1827.0000', '2. high': '1829.0000', '3. low': '1803.0000', '4. close': '1818.8000', '5. volume': '101688'}"
2020-04-17,,"{'1. open': '1800.0000', '2. high': '1851.8500', '3. low': '1752.8000', '4. close': '1806.8000', '5. volume': '309427'}"
2020-04-16,,"{'1. open': '1701.0000', '2. high': '1762.9000', '3. low': '1677.6000', '4. close': '1715.6000', '5. volume': '240124'}"
2020-04-15,,"{'1. open': '1770.0000', '2. high': '1812.2500', '3. low': '1728.9000', '4. close': '1734.4500', '5. volume': '150148'}"
2020-04-13,,"{'1. open': '1769.8000', '2. high': '1786.0000', '3. low': '1747.0000', '4. close': '1758.4000', '5. volume': '72307'}"
2020-04-09,,"{'1. open': '1745.0000', '2. high': '1778.4500', '3. low': '1733.0000', '4. close': '1765.9000', '5. volume': '126479'}"
2020-04-08,,"{'1. open': '1760.0000', '2. high': '1805.0000', '3. low': '1701.0000', '4. close': '1705.6000', '5. volume': '159832'}"
2020-04-07,,"{'1. open': '1703.3000', '2. high': '1785.0000', '3. low': '1703.3000', '4. close': '1775.0500', '5. volume': '167673'}"
2020-04-03,,"{'1. open': '1731.3000', '2. high': '1740.0000', '3. low': '1650.0000', '4. close': '1654.4000', '5. volume': '170043'}"
2020-04-01,,"{'1. open': '1830.0000', '2. high': '1834.0000', '3. low': '1702.2500', '4. close': '1709.5500', '5. volume': '212968'}"
2020-03-31,,"{'1. open': '1826.0000', '2. high': '1856.0000', '3. low': '1780.0000', '4. close': '1823.0500', '5. volume': '133416'}"
2020-03-30,,"{'1. open': '1769.0000', '2. high': '1907.0000', '3. low': '1763.3500', '4. close': '1776.1500', '5. volume': '1324734'}"
2020-03-27,,"{'1. open': '1839.0000', '2. high': '1850.0000', '3. low': '1752.0000', '4. close': '1818.6000', '5. volume': '197136'}"
2020-03-26,,"{'1. open': '1815.0000', '2. high': '1880.9000', '3. low': '1723.0000', '4. close': '1806.7000', '5. volume': '143192'}"
2020-03-25,,"{'1. open': '1700.0000', '2. high': '1810.0000', '3. low': '1681.0000', '4. close': '1752.2000', '5. volume': '104880'}"
2020-03-24,,"{'1. open': '1740.0000', '2. high': '1767.6000', '3. low': '1652.0500', '4. close': '1702.8500', '5. volume': '156649'}"
2020-03-23,,"{'1. open': '1648.2000', '2. high': '1742.5500', '3. low': '1620.0000', '4. close': '1662.6500', '5. volume': '173724'}"
2020-03-20,,"{'1. open': '1637.0000', '2. high': '1867.9500', '3. low': '1627.0000', '4. close': '1798.0000', '5. volume': '330779'}"
2020-03-19,,"{'1. open': '1581.0000', '2. high': '1685.7500', '3. low': '1547.3000', '4. close': '1636.1000', '5. volume': '244595'}"
2020-03-18,,"{'1. open': '1688.0000', '2. high': '1712.3500', '3. low': '1628.0000', '4. close': '1650.9500', '5. volume': '204763'}"
2020-03-17,,"{'1. open': '1725.0000', '2. high': '1731.0000', '3. low': '1623.0000', '4. close': '1658.2000', '5. volume': '239263'}"
2020-03-16,,"{'1. open': '1769.0000', '2. high': '1843.3500', '3. low': '1677.0000', '4. close': '1698.0500', '5. volume': '225552'}"
2020-03-13,,"{'1. open': '1690.6500', '2. high': '1819.0000', '3. low': '1504.4000', '4. close': '1807.3000', '5. volume': '364701'}"
2020-03-12,,"{'1. open': '1915.0000', '2. high': '1915.0000', '3. low': '1759.2000', '4. close': '1769.8500', '5. volume': '519323'}"
2020-03-11,,"{'1. open': '1955.0000', '2. high': '1988.3500', '3. low': '1923.6000', '4. close': '1954.5500', '5. volume': '461132'}"
2020-03-09,,"{'1. open': '2080.0000', '2. high': '2080.0500', '3. low': '1936.0000', '4. close': '1972.2000', '5. volume': '196607'}"
2020-03-06,,"{'1. open': '2125.0000', '2. high': '2125.0000', '3. low': '2073.0000', '4. close': '2117.8999', '5. volume': '55592'}"
2020-03-05,,"{'1. open': '2085.0000', '2. high': '2147.0000', '3. low': '2085.0000', '4. close': '2124.8999', '5. volume': '73872'}"
2020-03-04,,"{'1. open': '2045.5000', '2. high': '2093.0000', '3. low': '2026.0000', '4. close': '2083.1499', '5. volume': '83356'}"
2020-03-03,,"{'1. open': '2004.0000', '2. high': '2060.0000', '3. low': '2004.0000', '4. close': '2038.9000', '5. volume': '68762'}"
2020-03-02,,"{'1. open': '2025.1000', '2. high': '2054.6001', '3. low': '1985.7000', '4. close': '1999.9000', '5. volume': '103572'}"
2020-02-28,,"{'1. open': '2080.0000', '2. high': '2080.0000', '3. low': '1990.4000', '4. close': '2000.9500', '5. volume': '135017'}"
2020-02-27,,"{'1. open': '2140.0000', '2. high': '2140.0000', '3. low': '2086.8501', '4. close': '2103.8999', '5. volume': '83108'}"
2020-02-26,,"{'1. open': '2156.0000', '2. high': '2163.6001', '3. low': '2113.1001', '4. close': '2123.0500', '5. volume': '51900'}"
2020-02-25,,"{'1. open': '2117.0000', '2. high': '2176.0000', '3. low': '2111.0500', '4. close': '2155.8999', '5. volume': '52702'}"
2020-02-24,,"{'1. open': '2157.0000', '2. high': '2178.9500', '3. low': '2106.6499', '4. close': '2116.3000', '5. volume': '80671'}"
2020-02-20,,"{'1. open': '2215.0000', '2. high': '2215.0000', '3. low': '2152.0500', '4. close': '2156.3000', '5. volume': '186124'}"
2020-02-19,,"{'1. open': '2215.0000', '2. high': '2228.8501', '3. low': '2190.1001', '4. close': '2194.6001', '5. volume': '58248'}"
2020-02-18,,"{'1. open': '2209.8999', '2. high': '2221.3501', '3. low': '2186.7500', '4. close': '2215.3000', '5. volume': '96139'}"
2020-02-17,,"{'1. open': '2199.8999', '2. high': '2216.1499', '3. low': '2190.0000', '4. close': '2203.2500', '5. volume': '77670'}"
2020-02-14,,"{'1. open': '2181.0000', '2. high': '2211.5500', '3. low': '2170.9500', '4. close': '2183.8000', '5. volume': '58034'}"
