,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,BHARTIARTL.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2010-04-27,,"{'1. open': '297.4999', '2. high': '301.3998', '3. low': '296.1499', '4. close': '298.2499', '5. volume': '361990'}"
2010-04-26,,"{'1. open': '299.9999', '2. high': '301.8998', '3. low': '295.4999', '4. close': '297.3499', '5. volume': '797488'}"
2010-04-23,,"{'1. open': '303.3999', '2. high': '303.9999', '3. low': '296.9999', '4. close': '297.6999', '5. volume': '1017418'}"
2010-04-22,,"{'1. open': '303.9999', '2. high': '304.6499', '3. low': '301.4999', '4. close': '302.6999', '5. volume': '381435'}"
2010-04-21,,"{'1. open': '304.9998', '2. high': '306.9999', '3. low': '303.2999', '4. close': '304.6499', '5. volume': '301104'}"
2010-04-20,,"{'1. open': '307.9999', '2. high': '307.9999', '3. low': '302.5499', '4. close': '304.3499', '5. volume': '805081'}"
2010-04-19,,"{'1. open': '300.6499', '2. high': '308.9999', '3. low': '298.0999', '4. close': '306.0499', '5. volume': '899847'}"
2010-04-16,,"{'1. open': '300.1998', '2. high': '305.9999', '3. low': '300.1998', '4. close': '304.3499', '5. volume': '328671'}"
2010-04-15,,"{'1. open': '309.9999', '2. high': '310.5499', '3. low': '303.5499', '4. close': '304.8499', '5. volume': '467793'}"
2010-04-13,,"{'1. open': '308.9999', '2. high': '311.9499', '3. low': '306.5499', '4. close': '307.4999', '5. volume': '524459'}"
2010-04-12,,"{'1. open': '308.6999', '2. high': '311.8999', '3. low': '306.5499', '4. close': '308.4499', '5. volume': '781749'}"
2010-04-09,,"{'1. open': '311.9999', '2. high': '316.4499', '3. low': '307.0499', '4. close': '308.0499', '5. volume': '1103508'}"
2010-04-08,,"{'1. open': '317.9999', '2. high': '321.6999', '3. low': '309.7998', '4. close': '312.7999', '5. volume': '949568'}"
2010-04-07,,"{'1. open': '316.9999', '2. high': '325.2999', '3. low': '315.9999', '4. close': '320.4999', '5. volume': '1309035'}"
2010-04-06,,"{'1. open': '318.9999', '2. high': '323.9998', '3. low': '311.8999', '4. close': '316.0498', '5. volume': '658206'}"
2010-04-05,,"{'1. open': '302.1499', '2. high': '317.0499', '3. low': '301.0999', '4. close': '315.5999', '5. volume': '1246500'}"
2010-04-01,,"{'1. open': '314.9999', '2. high': '315.5999', '3. low': '300.3499', '4. close': '302.1499', '5. volume': '2506679'}"
2010-03-31,,"{'1. open': '314.4999', '2. high': '319.4999', '3. low': '309.5499', '4. close': '311.8999', '5. volume': '1465794'}"
2010-03-30,,"{'1. open': '314.9499', '2. high': '315.4499', '3. low': '310.0498', '4. close': '310.9499', '5. volume': '555950'}"
2010-03-29,,"{'1. open': '315.2499', '2. high': '315.2499', '3. low': '309.5499', '4. close': '310.8999', '5. volume': '607133'}"
2010-03-26,,"{'1. open': '316.0999', '2. high': '316.0999', '3. low': '305.3999', '4. close': '310.1499', '5. volume': '1512237'}"
2010-03-25,,"{'1. open': '309.9999', '2. high': '316.6999', '3. low': '304.9998', '4. close': '313.7499', '5. volume': '2043211'}"
2010-03-23,,"{'1. open': '319.0499', '2. high': '320.9999', '3. low': '305.9999', '4. close': '306.7999', '5. volume': '1043927'}"
2010-03-22,,"{'1. open': '308.8999', '2. high': '319.3999', '3. low': '306.2499', '4. close': '316.2998', '5. volume': '1191708'}"
2010-03-19,,"{'1. open': '299.9999', '2. high': '312.8999', '3. low': '299.9999', '4. close': '311.8499', '5. volume': '1594535'}"
2010-03-18,,"{'1. open': '298.7999', '2. high': '303.2999', '3. low': '297.0999', '4. close': '299.9999', '5. volume': '1105202'}"
2010-03-17,,"{'1. open': '296.9999', '2. high': '300.7999', '3. low': '294.4999', '4. close': '297.9499', '5. volume': '996893'}"
2010-03-16,,"{'1. open': '294.8999', '2. high': '300.9999', '3. low': '292.4999', '4. close': '294.7499', '5. volume': '916868'}"
2010-03-15,,"{'1. open': '297.9999', '2. high': '301.6999', '3. low': '296.0999', '4. close': '299.5499', '5. volume': '1283332'}"
2010-03-12,,"{'1. open': '293.9999', '2. high': '300.0999', '3. low': '293.4999', '4. close': '299.0499', '5. volume': '961149'}"
2010-03-11,,"{'1. open': '288.9999', '2. high': '294.8999', '3. low': '288.3499', '4. close': '293.8499', '5. volume': '637519'}"
2010-03-10,,"{'1. open': '289.9999', '2. high': '294.9999', '3. low': '287.0999', '4. close': '288.1499', '5. volume': '579126'}"
2010-03-09,,"{'1. open': '291.9999', '2. high': '294.6999', '3. low': '287.0999', '4. close': '291.3499', '5. volume': '792137'}"
2010-03-08,,"{'1. open': '301.4999', '2. high': '303.9999', '3. low': '290.6999', '4. close': '292.1999', '5. volume': '694986'}"
2010-03-05,,"{'1. open': '292.9998', '2. high': '303.6999', '3. low': '291.9999', '4. close': '298.5499', '5. volume': '1997903'}"
2010-03-04,,"{'1. open': '289.9999', '2. high': '294.9999', '3. low': '289.9999', '4. close': '293.0999', '5. volume': '739484'}"
2010-03-03,,"{'1. open': '291.3499', '2. high': '294.8999', '3. low': '290.4499', '4. close': '291.8499', '5. volume': '845833'}"
2010-03-02,,"{'1. open': '281.5999', '2. high': '292.9998', '3. low': '279.9999', '4. close': '290.1499', '5. volume': '1578393'}"
2010-02-26,,"{'1. open': '276.4999', '2. high': '281.9999', '3. low': '275.7999', '4. close': '279.2499', '5. volume': '1341994'}"
2010-02-25,,"{'1. open': '271.9499', '2. high': '279.6999', '3. low': '271.9499', '4. close': '276.3499', '5. volume': '839952'}"
2010-02-24,,"{'1. open': '276.9999', '2. high': '279.9499', '3. low': '275.0999', '4. close': '275.8999', '5. volume': '486474'}"
2010-02-23,,"{'1. open': '274.9999', '2. high': '280.5999', '3. low': '274.9999', '4. close': '279.7499', '5. volume': '931811'}"
2010-02-22,,"{'1. open': '281.8999', '2. high': '282.5999', '3. low': '275.9999', '4. close': '276.8499', '5. volume': '928456'}"
2010-02-19,,"{'1. open': '277.9999', '2. high': '283.7999', '3. low': '274.4999', '4. close': '278.2499', '5. volume': '2197269'}"
2010-02-18,,"{'1. open': '279.9999', '2. high': '284.2499', '3. low': '276.0499', '4. close': '281.0999', '5. volume': '1678948'}"
2010-02-17,,"{'1. open': '277.8999', '2. high': '281.6999', '3. low': '275.1499', '4. close': '279.0999', '5. volume': '3202343'}"
2010-02-16,,"{'1. open': '286.9998', '2. high': '289.7999', '3. low': '269.6499', '4. close': '272.4499', '5. volume': '9111106'}"
2010-02-15,,"{'1. open': '318.6998', '2. high': '323.7999', '3. low': '283.9999', '4. close': '285.3999', '5. volume': '5558466'}"
2010-02-11,,"{'1. open': '315.2999', '2. high': '316.9999', '3. low': '310.6999', '4. close': '314.3999', '5. volume': '1261800'}"
2010-02-10,,"{'1. open': '314.7999', '2. high': '318.3999', '3. low': '308.7999', '4. close': '315.2999', '5. volume': '891992'}"
2010-02-09,,"{'1. open': '309.9999', '2. high': '316.4499', '3. low': '306.8499', '4. close': '313.7999', '5. volume': '1115172'}"
2010-02-08,,"{'1. open': '304.9499', '2. high': '310.1999', '3. low': '298.9998', '4. close': '308.2999', '5. volume': '862031'}"
2010-02-05,,"{'1. open': '297.9999', '2. high': '304.3999', '3. low': '294.9999', '4. close': '300.2999', '5. volume': '692000'}"
2010-02-04,,"{'1. open': '309.0499', '2. high': '309.0499', '3. low': '300.6999', '4. close': '303.6999', '5. volume': '523206'}"
2010-02-03,,"{'1. open': '312.6998', '2. high': '312.6998', '3. low': '307.4999', '4. close': '308.4999', '5. volume': '492284'}"
2010-02-02,,"{'1. open': '312.8999', '2. high': '315.3498', '3. low': '305.9999', '4. close': '307.0999', '5. volume': '581769'}"
2010-02-01,,"{'1. open': '305.4998', '2. high': '313.6999', '3. low': '305.4998', '4. close': '310.6999', '5. volume': '687373'}"
2010-01-29,,"{'1. open': '310.9998', '2. high': '313.9999', '3. low': '304.6499', '4. close': '306.4999', '5. volume': '957000'}"
2010-01-28,,"{'1. open': '332.9999', '2. high': '349.7999', '3. low': '312.2999', '4. close': '314.0499', '5. volume': '813618'}"
2010-01-27,,"{'1. open': '328.9999', '2. high': '332.2499', '3. low': '320.0999', '4. close': '321.7499', '5. volume': '833995'}"
2010-01-25,,"{'1. open': '321.9999', '2. high': '331.4999', '3. low': '318.5999', '4. close': '330.4999', '5. volume': '1194564'}"
2010-01-22,,"{'1. open': '316.9999', '2. high': '329.7999', '3. low': '314.9999', '4. close': '321.2999', '5. volume': '1659688'}"
2010-01-21,,"{'1. open': '327.9999', '2. high': '332.9999', '3. low': '321.1499', '4. close': '322.1499', '5. volume': '1050124'}"
2010-01-20,,"{'1. open': '321.4999', '2. high': '332.0999', '3. low': '321.4999', '4. close': '330.8999', '5. volume': '2109175'}"
2010-01-19,,"{'1. open': '319.9999', '2. high': '325.6999', '3. low': '318.2499', '4. close': '319.9999', '5. volume': '843837'}"
2010-01-18,,"{'1. open': '319.7999', '2. high': '321.9499', '3. low': '316.5498', '4. close': '319.6498', '5. volume': '463785'}"
2010-01-15,,"{'1. open': '322.4999', '2. high': '322.8999', '3. low': '316.0999', '4. close': '317.1499', '5. volume': '858148'}"
2010-01-14,,"{'1. open': '319.9999', '2. high': '322.8999', '3. low': '317.8999', '4. close': '318.8999', '5. volume': '662771'}"
2010-01-13,,"{'1. open': '322.8999', '2. high': '322.8999', '3. low': '315.9999', '4. close': '318.7499', '5. volume': '750639'}"
2010-01-12,,"{'1. open': '329.9998', '2. high': '334.8999', '3. low': '320.5499', '4. close': '322.1499', '5. volume': '1433402'}"
2010-01-11,,"{'1. open': '327.9999', '2. high': '329.9998', '3. low': '325.4999', '4. close': '328.9499', '5. volume': '780014'}"
2010-01-08,,"{'1. open': '329.0498', '2. high': '331.9999', '3. low': '324.4999', '4. close': '325.1499', '5. volume': '471303'}"
2010-01-07,,"{'1. open': '329.0498', '2. high': '334.1499', '3. low': '327.0499', '4. close': '329.1499', '5. volume': '737678'}"
2010-01-06,,"{'1. open': '334.2998', '2. high': '335.3499', '3. low': '326.4999', '4. close': '327.0499', '5. volume': '805901'}"
2010-01-05,,"{'1. open': '329.3999', '2. high': '331.9999', '3. low': '325.4499', '4. close': '330.0999', '5. volume': '1130116'}"
2010-01-04,,"{'1. open': '329.9998', '2. high': '332.3998', '3. low': '323.4998', '4. close': '324.9999', '5. volume': '716694'}"
2009-12-31,,"{'1. open': '326.4999', '2. high': '329.9998', '3. low': '326.4999', '4. close': '328.7998', '5. volume': '722818'}"
2009-12-30,,"{'1. open': '328.4499', '2. high': '329.8499', '3. low': '324.2499', '4. close': '325.4999', '5. volume': '536707'}"
2009-12-29,,"{'1. open': '321.9999', '2. high': '328.7499', '3. low': '321.9999', '4. close': '325.7499', '5. volume': '646706'}"
2009-12-24,,"{'1. open': '328.1999', '2. high': '331.8998', '3. low': '319.5999', '4. close': '320.8999', '5. volume': '1062271'}"
2009-12-23,,"{'1. open': '322.9999', '2. high': '326.8999', '3. low': '317.6499', '4. close': '326.0999', '5. volume': '1138919'}"
2009-12-22,,"{'1. open': '311.9999', '2. high': '322.7499', '3. low': '309.9999', '4. close': '321.9999', '5. volume': '1425258'}"
2009-12-21,,"{'1. open': '319.9999', '2. high': '319.9999', '3. low': '309.0499', '4. close': '310.0999', '5. volume': '1571496'}"
2009-12-18,,"{'1. open': '319.9999', '2. high': '323.8999', '3. low': '315.6999', '4. close': '317.0999', '5. volume': '932722'}"
2009-12-17,,"{'1. open': '326.9999', '2. high': '328.9999', '3. low': '317.0499', '4. close': '323.1999', '5. volume': '1798072'}"
2009-12-16,,"{'1. open': '317.9999', '2. high': '327.8999', '3. low': '315.1999', '4. close': '325.7499', '5. volume': '1673681'}"
2009-12-15,,"{'1. open': '321.9999', '2. high': '323.7999', '3. low': '314.9999', '4. close': '316.7999', '5. volume': '1336661'}"
2009-12-14,,"{'1. open': '332.9999', '2. high': '333.9999', '3. low': '318.5999', '4. close': '319.8499', '5. volume': '1570002'}"
2009-12-11,,"{'1. open': '345.2499', '2. high': '348.7999', '3. low': '329.4499', '4. close': '331.3499', '5. volume': '2813696'}"
2009-12-10,,"{'1. open': '329.6999', '2. high': '344.9999', '3. low': '329.1499', '4. close': '342.3499', '5. volume': '3619307'}"
2009-12-09,,"{'1. open': '325.5499', '2. high': '336.8499', '3. low': '325.5499', '4. close': '330.9999', '5. volume': '3989384'}"
2009-12-08,,"{'1. open': '316.4999', '2. high': '332.9999', '3. low': '314.9999', '4. close': '329.1999', '5. volume': '2462271'}"
2009-12-07,,"{'1. open': '312.4999', '2. high': '320.4499', '3. low': '311.9999', '4. close': '316.3999', '5. volume': '2745383'}"
2009-12-04,,"{'1. open': '302.9999', '2. high': '313.5999', '3. low': '299.9999', '4. close': '309.8499', '5. volume': '2067500'}"
2009-12-03,,"{'1. open': '307.8998', '2. high': '310.8999', '3. low': '305.0999', '4. close': '306.7999', '5. volume': '1330226'}"
2009-12-02,,"{'1. open': '305.9999', '2. high': '311.5999', '3. low': '303.0499', '4. close': '304.7499', '5. volume': '2459094'}"
2009-12-01,,"{'1. open': '301.9999', '2. high': '306.8999', '3. low': '300.7499', '4. close': '304.2499', '5. volume': '1983852'}"
2009-11-30,,"{'1. open': '285.9999', '2. high': '302.2999', '3. low': '284.9999', '4. close': '299.6999', '5. volume': '3595251'}"
2009-11-27,,"{'1. open': '274.9999', '2. high': '284.4499', '3. low': '229.4999', '4. close': '283.6499', '5. volume': '1824532'}"
2009-11-26,,"{'1. open': '281.0999', '2. high': '287.5499', '3. low': '278.7999', '4. close': '280.9999', '5. volume': '1588690'}"
2009-11-25,,"{'1. open': '282.9999', '2. high': '285.3999', '3. low': '276.9999', '4. close': '281.0999', '5. volume': '1242005'}"
2009-11-24,,"{'1. open': '278.9999', '2. high': '282.9999', '3. low': '274.9999', '4. close': '281.9999', '5. volume': '1751092'}"
2009-11-23,,"{'1. open': '289.9999', '2. high': '290.0999', '3. low': '274.9999', '4. close': '275.7999', '5. volume': '5092222'}"
2009-11-20,,"{'1. open': '291.9999', '2. high': '293.9999', '3. low': '283.0499', '4. close': '288.7499', '5. volume': '2747332'}"
2009-11-19,,"{'1. open': '297.9999', '2. high': '297.9999', '3. low': '291.9999', '4. close': '292.8499', '5. volume': '1029882'}"
2009-11-18,,"{'1. open': '298.9998', '2. high': '301.5999', '3. low': '295.4999', '4. close': '296.9499', '5. volume': '1452212'}"
2009-11-17,,"{'1. open': '304.9998', '2. high': '305.7999', '3. low': '295.0999', '4. close': '297.6999', '5. volume': '1357805'}"
2009-11-16,,"{'1. open': '304.9998', '2. high': '307.7499', '3. low': '301.6498', '4. close': '302.9999', '5. volume': '2003365'}"
2009-11-13,,"{'1. open': '304.3999', '2. high': '306.6998', '3. low': '297.1999', '4. close': '301.3998', '5. volume': '1314599'}"
2009-11-12,,"{'1. open': '299.0999', '2. high': '309.6999', '3. low': '296.5499', '4. close': '299.7499', '5. volume': '2383171'}"
2009-11-11,,"{'1. open': '294.3999', '2. high': '301.9999', '3. low': '288.2499', '4. close': '300.0999', '5. volume': '2379117'}"
2009-11-10,,"{'1. open': '309.9999', '2. high': '312.4498', '3. low': '291.5999', '4. close': '293.7499', '5. volume': '2545916'}"
2009-11-09,,"{'1. open': '321.9999', '2. high': '324.2999', '3. low': '305.2999', '4. close': '307.4999', '5. volume': '1888464'}"
2009-11-06,,"{'1. open': '323.2999', '2. high': '325.4499', '3. low': '318.4999', '4. close': '319.8998', '5. volume': '1285363'}"
2009-11-05,,"{'1. open': '309.9999', '2. high': '320.6999', '3. low': '303.9499', '4. close': '319.3499', '5. volume': '2821180'}"
2009-11-04,,"{'1. open': '304.9998', '2. high': '311.1499', '3. low': '294.9999', '4. close': '305.5999', '5. volume': '2400312'}"
2009-11-03,,"{'1. open': '284.9999', '2. high': '307.6498', '3. low': '280.0499', '4. close': '299.9499', '5. volume': '5489173'}"
2009-10-30,,"{'1. open': '316.9999', '2. high': '322.9999', '3. low': '290.2999', '4. close': '292.1499', '5. volume': '7172780'}"
2009-10-29,,"{'1. open': '310.1999', '2. high': '317.6999', '3. low': '307.5999', '4. close': '312.0499', '5. volume': '1705408'}"
2009-10-28,,"{'1. open': '305.9999', '2. high': '321.9999', '3. low': '301.9999', '4. close': '317.0999', '5. volume': '2965261'}"
2009-10-27,,"{'1. open': '327.9999', '2. high': '327.9999', '3. low': '302.0999', '4. close': '306.5999', '5. volume': '3015619'}"
2009-10-26,,"{'1. open': '329.9998', '2. high': '334.4999', '3. low': '323.0999', '4. close': '329.9499', '5. volume': '1526395'}"
2009-10-23,,"{'1. open': '339.9999', '2. high': '342.9999', '3. low': '329.4998', '4. close': '331.0999', '5. volume': '2118367'}"
2009-10-22,,"{'1. open': '329.9998', '2. high': '340.3999', '3. low': '329.9998', '4. close': '336.5999', '5. volume': '2903766'}"
2009-10-21,,"{'1. open': '324.9999', '2. high': '339.8498', '3. low': '324.9999', '4. close': '332.5999', '5. volume': '3472400'}"
2009-10-20,,"{'1. open': '336.9999', '2. high': '337.9999', '3. low': '326.5499', '4. close': '328.5999', '5. volume': '2958263'}"
2009-10-16,,"{'1. open': '318.9999', '2. high': '331.2999', '3. low': '318.9999', '4. close': '327.2499', '5. volume': '3558461'}"
2009-10-15,,"{'1. open': '342.9999', '2. high': '343.5499', '3. low': '323.4998', '4. close': '325.0999', '5. volume': '5852829'}"
2009-10-14,,"{'1. open': '352.9999', '2. high': '355.9999', '3. low': '334.1999', '4. close': '339.3999', '5. volume': '4487981'}"
2009-10-12,,"{'1. open': '346.9499', '2. high': '352.9999', '3. low': '345.4999', '4. close': '350.7999', '5. volume': '2625433'}"
2009-10-09,,"{'1. open': '336.5999', '2. high': '351.8498', '3. low': '336.5999', '4. close': '343.1499', '5. volume': '5457131'}"
2009-10-08,,"{'1. open': '361.9999', '2. high': '364.9999', '3. low': '331.2499', '4. close': '334.6499', '5. volume': '8996882'}"
2009-10-07,,"{'1. open': '362.9999', '2. high': '367.6998', '3. low': '350.9999', '4. close': '358.3498', '5. volume': '6362106'}"
2009-10-06,,"{'1. open': '402.9998', '2. high': '403.9498', '3. low': '349.6498', '4. close': '359.3999', '5. volume': '16438836'}"
2009-10-05,,"{'1. open': '439.8999', '2. high': '439.8999', '3. low': '395.6999', '4. close': '400.2999', '5. volume': '7026978'}"
2009-10-01,,"{'1. open': '434.9998', '2. high': '466.9999', '3. low': '433.9998', '4. close': '435.3499', '5. volume': '7602477'}"
2009-09-30,,"{'1. open': '419.4999', '2. high': '423.9999', '3. low': '415.9998', '4. close': '418.5498', '5. volume': '742669'}"
2009-09-29,,"{'1. open': '415.9998', '2. high': '428.6998', '3. low': '415.9998', '4. close': '418.8498', '5. volume': '1338915'}"
2009-09-25,,"{'1. open': '420.9998', '2. high': '423.9999', '3. low': '410.9498', '4. close': '414.3499', '5. volume': '791921'}"
2009-09-24,,"{'1. open': '414.9998', '2. high': '424.6999', '3. low': '407.2998', '4. close': '419.2499', '5. volume': '1130339'}"
2009-09-23,,"{'1. open': '423.9999', '2. high': '427.9998', '3. low': '410.5999', '4. close': '413.3999', '5. volume': '1372056'}"
2009-09-22,,"{'1. open': '448.9999', '2. high': '452.9998', '3. low': '425.9998', '4. close': '428.0999', '5. volume': '1415539'}"
2009-09-18,,"{'1. open': '431.9998', '2. high': '448.9999', '3. low': '423.9999', '4. close': '442.5998', '5. volume': '1171487'}"
2009-09-17,,"{'1. open': '423.9999', '2. high': '438.6499', '3. low': '422.2999', '4. close': '433.1499', '5. volume': '1001192'}"
2009-09-16,,"{'1. open': '419.9998', '2. high': '425.4499', '3. low': '418.1498', '4. close': '419.9998', '5. volume': '853391'}"
2009-09-15,,"{'1. open': '419.9998', '2. high': '422.6498', '3. low': '413.0998', '4. close': '416.0499', '5. volume': '705922'}"
2009-09-14,,"{'1. open': '419.9998', '2. high': '424.4999', '3. low': '413.3498', '4. close': '419.3999', '5. volume': '511091'}"
2009-09-11,,"{'1. open': '418.9999', '2. high': '425.8999', '3. low': '411.9999', '4. close': '421.8499', '5. volume': '992955'}"
2009-09-10,,"{'1. open': '412.9999', '2. high': '424.3998', '3. low': '412.9999', '4. close': '417.2499', '5. volume': '1336515'}"
2009-09-09,,"{'1. open': '421.9998', '2. high': '424.9999', '3. low': '407.5498', '4. close': '409.8499', '5. volume': '777719'}"
2009-09-08,,"{'1. open': '421.5999', '2. high': '426.9998', '3. low': '417.9999', '4. close': '424.0998', '5. volume': '704284'}"
2009-09-07,,"{'1. open': '406.9999', '2. high': '426.2498', '3. low': '395.0998', '4. close': '421.5999', '5. volume': '1189208'}"
2009-09-04,,"{'1. open': '409.9998', '2. high': '411.9999', '3. low': '399.5998', '4. close': '406.2499', '5. volume': '7320053'}"
2009-09-03,,"{'1. open': '419.7998', '2. high': '419.8498', '3. low': '403.9998', '4. close': '405.3498', '5. volume': '797447'}"
2009-09-02,,"{'1. open': '421.6499', '2. high': '424.4999', '3. low': '410.0499', '4. close': '412.6498', '5. volume': '555887'}"
2009-09-01,,"{'1. open': '428.9998', '2. high': '433.5999', '3. low': '410.9999', '4. close': '421.6499', '5. volume': '359954'}"
2009-08-31,,"{'1. open': '429.9999', '2. high': '436.8998', '3. low': '417.9999', '4. close': '424.6999', '5. volume': '519832'}"
2009-08-28,,"{'1. open': '414.9998', '2. high': '438.9998', '3. low': '414.9998', '4. close': '434.7999', '5. volume': '1987740'}"
2009-08-27,,"{'1. open': '401.4999', '2. high': '421.8999', '3. low': '401.4999', '4. close': '416.4998', '5. volume': '720215'}"
2009-08-26,,"{'1. open': '415.9998', '2. high': '415.9998', '3. low': '403.9998', '4. close': '405.3998', '5. volume': '513449'}"
2009-08-25,,"{'1. open': '413.2998', '2. high': '414.7998', '3. low': '403.6998', '4. close': '407.2499', '5. volume': '6622867'}"
2009-08-24,,"{'1. open': '413.9998', '2. high': '418.9499', '3. low': '411.9999', '4. close': '413.9499', '5. volume': '527606'}"
2009-08-21,,"{'1. open': '400.0499', '2. high': '413.8999', '3. low': '394.4499', '4. close': '411.4999', '5. volume': '650636'}"
2009-08-20,,"{'1. open': '406.9999', '2. high': '410.9999', '3. low': '398.4999', '4. close': '400.0499', '5. volume': '537703'}"
2009-08-19,,"{'1. open': '410.9999', '2. high': '413.9998', '3. low': '400.6999', '4. close': '404.6998', '5. volume': '435403'}"
2009-08-18,,"{'1. open': '398.9999', '2. high': '415.5499', '3. low': '398.9999', '4. close': '410.5999', '5. volume': '696816'}"
2009-08-17,,"{'1. open': '403.7999', '2. high': '407.9499', '3. low': '394.9999', '4. close': '399.1498', '5. volume': '470808'}"
2009-08-14,,"{'1. open': '413.9998', '2. high': '413.9998', '3. low': '404.0999', '4. close': '407.9499', '5. volume': '526583'}"
2009-08-13,,"{'1. open': '409.9998', '2. high': '414.8999', '3. low': '402.0999', '4. close': '412.7998', '5. volume': '900617'}"
2009-08-12,,"{'1. open': '379.9999', '2. high': '407.9998', '3. low': '375.0998', '4. close': '404.8499', '5. volume': '1140389'}"
2009-08-11,,"{'1. open': '364.1499', '2. high': '388.7499', '3. low': '360.0999', '4. close': '382.4999', '5. volume': '1005566'}"
2009-08-10,,"{'1. open': '383.7998', '2. high': '390.9998', '3. low': '365.4998', '4. close': '374.1498', '5. volume': '4075184'}"
2009-08-07,,"{'1. open': '395.0998', '2. high': '408.0999', '3. low': '366.9998', '4. close': '383.7998', '5. volume': '1112646'}"
2009-08-06,,"{'1. open': '398.9999', '2. high': '402.9998', '3. low': '393.9999', '4. close': '399.2999', '5. volume': '2854446'}"
2009-08-05,,"{'1. open': '406.9999', '2. high': '406.9999', '3. low': '392.0499', '4. close': '401.4499', '5. volume': '1302824'}"
2009-08-04,,"{'1. open': '413.9998', '2. high': '414.2998', '3. low': '397.9998', '4. close': '400.5498', '5. volume': '2308455'}"
2009-08-03,,"{'1. open': '410.5499', '2. high': '417.3998', '3. low': '406.7998', '4. close': '411.0999', '5. volume': '820529'}"
2009-07-31,,"{'1. open': '428.8499', '2. high': '430.8998', '3. low': '404.2498', '4. close': '410.5499', '5. volume': '1125254'}"
2009-07-30,,"{'1. open': '421.9998', '2. high': '428.5999', '3. low': '414.9998', '4. close': '423.4999', '5. volume': '423671'}"
2009-07-29,,"{'1. open': '423.8998', '2. high': '433.4998', '3. low': '415.0498', '4. close': '423.2999', '5. volume': '407156'}"
2009-07-28,,"{'1. open': '424.9999', '2. high': '435.4999', '3. low': '414.9998', '4. close': '427.5498', '5. volume': '1104800'}"
2009-07-27,,"{'1. open': '420.9998', '2. high': '428.6998', '3. low': '417.9999', '4. close': '423.4498', '5. volume': '471798'}"
2009-07-24,,"{'1. open': '409.9998', '2. high': '439.9998', '3. low': '409.9998', '4. close': '415.4998', '5. volume': '1052208'}"
2009-07-23,,"{'1. open': '839.9997', '2. high': '855.9997', '3. low': '794.9997', '4. close': '813.8997', '5. volume': '5075717'}"
2009-07-22,,"{'1. open': '837.5497', '2. high': '839.9997', '3. low': '811.6997', '4. close': '822.8498', '5. volume': '568671'}"
2009-07-21,,"{'1. open': '850.9998', '2. high': '863.9997', '3. low': '828.1498', '4. close': '837.5497', '5. volume': '808884'}"
2009-07-20,,"{'1. open': '835.0496', '2. high': '851.9996', '3. low': '827.9997', '4. close': '849.0497', '5. volume': '518710'}"
2009-07-17,,"{'1. open': '789.9997', '2. high': '837.8996', '3. low': '787.9998', '4. close': '827.3997', '5. volume': '2115052'}"
2009-07-16,,"{'1. open': '794.9997', '2. high': '799.9998', '3. low': '782.0997', '4. close': '785.5497', '5. volume': '1187577'}"
2009-07-15,,"{'1. open': '784.8498', '2. high': '793.9997', '3. low': '774.9997', '4. close': '780.2997', '5. volume': '660730'}"
2009-07-14,,"{'1. open': '775.9997', '2. high': '781.9998', '3. low': '763.2997', '4. close': '773.6498', '5. volume': '646372'}"
2009-07-13,,"{'1. open': '779.9997', '2. high': '794.9997', '3. low': '761.9997', '4. close': '766.1997', '5. volume': '528376'}"
2009-07-10,,"{'1. open': '804.9996', '2. high': '804.9996', '3. low': '765.3997', '4. close': '782.2997', '5. volume': '711999'}"
2009-07-09,,"{'1. open': '794.9997', '2. high': '807.3997', '3. low': '784.9997', '4. close': '799.7998', '5. volume': '260033'}"
2009-07-08,,"{'1. open': '798.9997', '2. high': '808.8997', '3. low': '785.0998', '4. close': '792.2497', '5. volume': '668816'}"
2009-07-07,,"{'1. open': '775.9997', '2. high': '823.7997', '3. low': '775.9997', '4. close': '810.8997', '5. volume': '763146'}"
2009-07-06,,"{'1. open': '824.9997', '2. high': '826.9997', '3. low': '772.9998', '4. close': '783.5996', '5. volume': '852875'}"
2009-07-03,,"{'1. open': '799.8997', '2. high': '821.7997', '3. low': '798.9997', '4. close': '817.2496', '5. volume': '376873'}"
2009-07-02,,"{'1. open': '829.8997', '2. high': '829.8997', '3. low': '795.9997', '4. close': '804.0998', '5. volume': '903493'}"
2009-07-01,,"{'1. open': '800.3497', '2. high': '829.9997', '3. low': '800.0497', '4. close': '822.7996', '5. volume': '706388'}"
2009-06-30,,"{'1. open': '814.9997', '2. high': '814.9997', '3. low': '795.0498', '4. close': '802.0997', '5. volume': '1035564'}"
2009-06-29,,"{'1. open': '814.9997', '2. high': '815.9997', '3. low': '800.0497', '4. close': '807.4497', '5. volume': '526496'}"
2009-06-26,,"{'1. open': '803.9997', '2. high': '815.7497', '3. low': '795.1497', '4. close': '809.5496', '5. volume': '666479'}"
2009-06-25,,"{'1. open': '809.9997', '2. high': '819.9998', '3. low': '792.9996', '4. close': '797.8997', '5. volume': '1599437'}"
2009-06-24,,"{'1. open': '794.4998', '2. high': '802.5497', '3. low': '787.0497', '4. close': '796.8496', '5. volume': '965047'}"
